sub_condition,score
A,6.246779887685582
A,8.012698250843949
A,4.867842392941125
A,9.088501533767825
A,11.191954616879531
A,9.03881103436473
A,13.364185172917518
A,8.573021978401277
A,9.926466129326911
A,12.465760458310296
A,11.006386775570943
A,12.070183895116143
A,10.033619762103571
A,10.995384277495292
A,11.151025482671098
A,11.737529418597154
A,10.107403368529154
A,10.08743955380821
A,11.046650784553353
A,13.324813380199299
A,6.083382763357414
A,7.939830725112717
A,13.491990583570459
A,9.929307036417796
A,13.992512133778424
A,12.974132881190506
A,11.308656447373941
A,4.681767465282951
A,6.83174563061967
A,13.55373559327446
A,9.861460075291635
A,12.482567836867604
A,9.026286027170872
A,8.890472969372913
A,15.303984786835697
A,6.997081253818567
A,8.679393631873973
A,12.022863706260424
A,11.716011616642925
A,8.070539893966673
A,6.96557749307061
A,11.375007340204416
A,3.147117628404277
A,13.330582222085273
A,13.758980277949128
A,10.789485906485362
A,13.519313935692331
A,9.864440483873304
A,13.905192248849703
A,11.397705283579329
B,9.987060833609098
B,12.674322116332078
B,8.650535157300826
B,10.319448936971005
B,9.752828070738742
B,5.1498404825835875
B,10.043538459404154
B,11.65041283679112
B,9.058075464476607
B,15.666221948680269
B,7.023959326665469
B,10.847992748971976
B,8.794097493656123
B,6.858495841865998
B,8.738308394071947
B,12.793683395855911
B,12.135903818770199
B,5.545096598403308
B,10.862029942597166
B,12.108632505565287
B,13.495334631089289
B,9.69541423462096
B,11.943259358441965
B,14.305599422199359
B,11.700269821286627
B,13.284868705790277
B,15.565431929707096
B,10.342210578825032
B,14.111747249830643
B,8.85930297529751
B,5.989949207346347
B,13.572615727642773
B,9.89731802756733
B,15.234728382886065
B,13.22383240275949
B,12.241645039637488
B,13.08037623715171
B,8.708664350861953
B,10.300344672580954
B,10.774925155744045
B,11.136595827526197
B,9.749899247259583
B,7.480331644780475
B,12.411943890011894
B,12.08533760621049
B,12.777919437631445
B,14.986425355932196
B,12.264388568164854
B,7.348951770289929
B,10.713960442867121
